cid	smiles	desc
92674	COC1=C(OC)C=C2C(=C1)CCN(C(=O)CC1=CC=C(N)C=C1)C2C	COC1=C(OC)C=C2C(=C1)CCN(C(=O)CC1=CC=C([N+](=O)[O-])C=C1)C2C.CCOC(C)=O.CO.Cl.[Pd]
92675	N[C@H]1CC[C@H](NC2=C3C=C(C4=CC=C5NC=NC5=C4)C=CC3=NC=C2C(=O)C2CC2)CC1	CC(C)(C)OC(=O)N[C@H]1CC[C@H](NC2=C3C=C(C4=CC=C5NC=NC5=C4)C=CC3=NC=C2C(=O)C2CC2)CC1.O=C(O)C(F)(F)F
92676	CC(=O)C1=CC(OCC2CC2)=C(OC(F)F)C=C1	CC(O)C1=CC(OCC2CC2)=C(OC(F)F)C=C1.[O]=[Cr](=[O])([O-])[Cl].C1=CC=[NH+]C=C1
92677	NC1=CC(C(=O)NC2=CC=C(C3=CNC(=O)C=N3)C=C2)=CC=C1	O=C1C=NC(C2=CC=C(NC(=O)C3=CC([N+](=O)[O-])=CC=C3)C=C2)=CN1.C1=CCCCC1.CCO.[Pd]
92678	C[C@@H](OCC1=CC(C2=CC(NC(=O)[C@@H]3CNC(=O)C3)=NN2C2=CC=CC=C2F)=CC(F)=C1)C(F)(F)F	C[C@@H](OCC1=CC(C2=CC(N)=NN2C2=CC=CC=C2F)=CC(F)=C1)C(F)(F)F.O=C1C[C@H](C(=O)O)CN1.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.O
92679	COCOC1=C2C=C(C)C(=O)OC2=CC=C1	COCCl.CC1=CC2=C(O)C=CC=C2OC1=O.CN(C)C=O.[H-].[Na+]
92680	CN[C@H]1CC[C@@H](C(=O)O)CC1	CN[C@H]1CC[C@@H](C(=O)OC)CC1.C1CCOC1.O.[Na+].[OH-]
92681	O=C(O)C(=O)C1=CC=C(OCOC2=CC=CC=C2)C=C1	COC(=O)C(=O)C1=CC=C(OCOC2=CC=CC=C2)C=C1.CO.[Na+].[OH-]
92682	CC(C)C(=O)NC1=CC(C2CCNCC2)=C(F)C=C1F	CC(C)C(=O)NC1=CC(C2CCN(C(=O)OC(C)(C)C)CC2)=C(F)C=C1F.C1COCCO1.Cl
92683	COC(=O)CC1=C(C)C(OS(=O)(=O)C(F)(F)F)=C2C=C(F)C=CC2=C1	COC(=O)CC1=C(C)C(O)=C2C=C(F)C=CC2=C1.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F.ClCCl.C1=CC=NC=C1
92684	O=C(O)CC1=C(C2=COC=C2)OC(C2=CC=C(F)C=C2)=N1	CCOC(=O)CC1=C(C2=COC=C2)OC(C2=CC=C(F)C=C2)=N1.CO.O.[Na+].[OH-]
92685	CCCCCCCCCCCCCCC1=CC(CC)=C(OCC(O)COC(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	CCCCCCCCCCCCCCC1=CC(CC)=C(OCC(O)CO)C=C1.ClC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.ClC(Cl)Cl
92686	CC1=NC=CC(N2CCNCC2)=C1	C1CNCCN1.CC1=NC=CC(Cl)=C1.CCCCCO.O.O=C([O-])O.O=[N+]([O-])O.[Na+]
92687	COC(=O)C1=CC=CC=C1CCCC(CC1=CC=CC=C1)NC(=O)OC(C)(C)C	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COC(=O)C1=CC=CC=C1CCCC(N)CC1=CC=CC=C1.CCN(CC)CC.CCOC(C)=O.ClCCl
92688	CNCC1=CC=C(C(=O)N(CCN2CCC(C(=O)C3=CC=C(F)C=C3)CC2)C2=CC=CC=C2OC)C=C1	COC1=CC=CC=C1N(CCN1CCC(C(=O)C2=CC=C(F)C=C2)CC1)C(=O)C1=CC=C(CN(C)C(=O)OC(C)(C)C)C=C1.ClCCl.O=C(O)C(F)(F)F
92689	CCCCCCCCCCCCCCCCC(=O)NC1=CC=C(O)C=C1	CCCCCCCCCCCCCCCCC(=O)Cl.NC1=CC=C(O)C=C1.CCC(C)=O.Cl
92690	CC(C)(C)OC(=O)N1C(CC2=CC=C(NC(=O)CC3=CSC(N)=N3)C=C2)CC[C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)C1=CC=CC=C1	CC(C)(C)OC(=O)N1C(CC2=CC=C(N)C=C2)CC[C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)C1=CC=CC=C1.NC1=NC(CC(=O)O)=CS1.CCN(C(C)C)C(C)C.CN(C)C=O.ClCCCl.ON1N=NC2=CC=CN=C21
92691	CCC1=CSC(C2=CN=C(OCCCOC3=CC4=C(C=C3)N([C@H](C)C(=O)OC)C=C4)C=C2)=N1	CCC1=CSC(C2=CN=C(OCCCO)C=C2)=N1.COC(=O)[C@@H](C)N1C=CC2=C1C=CC(O)=C2.ClCCl.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
92692	O=C(O)CCC1=CN(CC2=CC=C(OCC3=CC=CN=C3)C=C2)N=C1OCC1=CC=CN=C1	CCOC(=O)CCC1=CN(CC2=CC=C(OCC3=CC=CN=C3)C=C2)N=C1OCC1=CC=CN=C1.C1CCOC1.CCO.Cl.[Na+].[OH-]
92693	CN(C(=O)C1=CC=CC=C1)C(C)(C)C	CNC(C)(C)C.O=C(Cl)C1=CC=CC=C1.C1CCOC1.CCN(CC)CC
92694	CON(C)C(=O)C1=CC(Cl)=CC(OC(F)F)=C1	CNOC.O=C(O)C1=CC(Cl)=CC(OC(F)F)=C1.CCN(CC)CC.CN(C)C=O.ClCCl.O=C(Cl)C(=O)Cl
92695	CCS(=O)(=O)NC1=CC(NC(=O)C(C)(C)C)=C(NCC2CCC(F)(F)CC2)C=C1	CC(C)(C)C(=O)Cl.CCS(=O)(=O)NC1=CC(N)=C(NCC2CCC(F)(F)CC2)C=C1.CCN(CC)CC.ClCCl.O
92696	CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=C(OCCC3=CC(N)=NC=C3)C3=CC=CC=C23)C=C1	CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=C(OCCC3=CC(NC(=O)OC(C)(C)C)=NC=C3)C3=CC=CC=C23)C=C1.ClCCl.O=C(O)C(F)(F)F
92697	NC1=CC(Cl)=C(Cl)C(Br)=C1N	NC1=C([N+](=O)[O-])C=C(Cl)C(Cl)=C1Br.CCO.Cl.O.O=C([O-])[O-].[Fe].[Na+].[Na+]
92698	O=C(N[C@@H](CC1=CC=CS1)C(=O)NCCC1=C(C(=O)OCC2=CC=CC=C2)N=CO1)OCC1=CC=CC=C1	NCCC1=C(C(=O)OCC2=CC=CC=C2)N=CO1.O=C(N[C@@H](CC1=CC=CS1)C(=O)O)OCC1=CC=CC=C1.Br.CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.O.ON1N=NC2=CC=CC=C21
92699	O=C(O)C1=CON=C1C1=NC=C(F)C=C1	CCOC(=O)C1=CON=C1C1=NC=C(F)C=C1.COC(=O)C1=CN=C(OCC2=CON=C2C2=CC=C(Cl)C=C2)C=N1
92700	COC(=O)C1(C2=CC=C(OCCC(=O)O)C=C2)CC1	COC(=O)C1(C2=CC=C(OCCC(=O)OC(C)(C)C)C=C2)CC1.Cl
92701	CCCN1CCC(CC#N)(N2C=C(C3=NC(C4=CN(C)N=C4)=CC4=NC=CN43)C=N2)CC1	CCC=O.CN1C=C(C2=CC3=NC=CN3C(C3=CN(C4(CC#N)CCNCC4)N=C3)=N2)C=N1.CC#N.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCN(CC)CC.CCOC(C)=O.Cl.O=C([O-])O.[Na+].[Na+]
92702	CC(=O)OC(CNC(=O)C1=NN=C(N2CCN(C(=O)C3=CC=CC=C3C(F)(F)F)CC2)C=C1)C1=CC=CC=C1	CC(=O)OC(C)=O.O=C(NCC(O)C1=CC=CC=C1)C1=NN=C(N2CCN(C(=O)C3=CC=CC=C3C(F)(F)F)CC2)C=C1.CCN(CC)CC.CCOC(C)=O.CN(C)C1=CC=NC=C1.ClC(Cl)Cl
92703	CC(NS(=O)C(C)(C)C)C1=CC(N)=C(N)C=C1	CC(NS(=O)C(C)(C)C)C1=CC([N+](=O)[O-])=C(N)C=C1.C.CCO.[Pd]
92704	IC1=CN=CN=C1NC1CC1	ClC1=NC=NC=C1I.NC1CC1.CN(C)C=O.ClCCl.O=C([O-])[O-].[Cs+].[Cs+]
92705	CCN(CC)C(=O)C1CC(C)CC2=C1C1=CC=CC=C1N2CCO	CCN(CC)C(=O)C1CC(C)CC2=C1C1=CC=CC=C1N2CCOCC1=CC=CC=C1.CO.[Pd]
92706	N#CCC1=CC=C(OCC2CCCCC2)C=C1	BrCC1CCCCC1.N#CCC1=CC=C(O)C=C1.CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].O=C([O-])[O-].[Cl-].[Cs+].[Cs+].[K+].[K+].[Na+]
92707	CNC(=O)C1=CC([N+](=O)[O-])=C(F)C=C1	CN.O=C(O)C1=CC([N+](=O)[O-])=C(F)C=C1.CCOC(C)=O.ClCCCl.ClCCl
92708	CS(=O)(=O)C1=CC(N)=CC(CO)=C1	CCOC(=O)C1=CC(S(C)(=O)=O)=CC(N)=C1.C1CCOC1.CCOC(C)=O.Cl.O.[Al+3].[Cl-].[H-].[H-].[H-].[H-].[Li+].[NH4+]
92709	COC1=NC=CC2=C1N(C)C=C2C1=C(OC2=C(F)C=C(F)C=C2)C=CC(CN2CCN(C(=O)OC(C)(C)C)CC2)=C1	CC(C)(C)OC(=O)N1CCNCC1.COC1=NC=CC2=C1N(C)C=C2C1=C(OC2=C(F)C=C(F)C=C2)C=CC(C=O)=C1.CC(=O)O.CO.ClCCl.[BH3-]C#N.[Na+]
92710	OC1=C(C2=CC=CC=C2Cl)C(Cl)=CC=C1	COC1=CC=CC(Cl)=C1C1=CC=CC=C1Cl.Br
92711	O=[N+]([O-])C1=C(F)C=C(F)C(Br)=C1	FC1=CC(F)=C(Br)C=C1.O=[N+]([O-])O.O=S(=O)(O)O
92712	CC1=NN(CC(F)(F)F)C(C(=O)NC2=CC(OC3=NN4C=C(NC(=O)C5CC5)N=C4C=C3)=CC=C2)=C1	CC1=NN(CC(F)(F)F)C(C(=O)O)=C1.NC1=CC(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)=CC=C1.C1CCOC1.CCN(CC)CC.CN(C)C=O.O=C(Cl)C(=O)Cl
92713	O=C(O)C1=CC2=C(C=C1)C(C1=CC(C(F)(F)F)=CC=C1)=CN2	COC(=O)C1=CC2=C(C=C1)C(C1=CC(C(F)(F)F)=CC=C1)=CN2.C1CCOC1.O.O.[Li][OH]
92714	CC1=NN(C(C)C)C(C2=CN3CCOC4=C(C=NC(O)=C4)C3=N2)=N1	COC1=CC2=C(C=N1)C1=NC(C3=NC(C)=NN3C(C)C)=CN1CCO2.Br.CC(=O)O
92715	CNC(=O)C1=NC2=C(C=C1)C1=NN(C3=CC(Cl)=C(C#N)C=C3)C(C3CCCC3)C1CC2	CN.COC(=O)C1=NC2=C(C=C1)C1=NN(C3=CC(Cl)=C(C#N)C=C3)C(C3CCCC3)C1CC2.CCO
92716	CC[C@H]1CN(C(=O)OC(C)(C)C)CCN1C1=CN=C(N)C=C1	CC[C@H]1CN(C(=O)OC(C)(C)C)CCN1C1=CN=C([N+](=O)[O-])C=C1.CO.[Pd]
92717	OCC1=CC(OC2=C(Cl)C=C(C(F)(F)F)C=C2)=CC=C1	O=CC1=CC(OC2=C(Cl)C=C(C(F)(F)F)C=C2)=CC=C1.COCCOC.O.O=S(=O)(O)O.[BH4-].[Na+]
92718	NS(=O)(=O)C1=CC=CC(C#CCCOCCCCCCN(CC2=CC=CC=C2)C[C@H](O)C2=CC(NC=O)=C(OCC3=CC=CC=C3)C=C2)=C1	C#CCCOCCCCCCN(CC1=CC=CC=C1)C[C@H](O)C1=CC(NC=O)=C(OCC2=CC=CC=C2)C=C1.NS(=O)(=O)C1=CC=CC(I)=C1.CC#N.CCN(CC)CC.[Cl][Pd][Cl].C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
92719	CC(C)(C)OC(=O)N1CCN(CC2=C(F)C=C(N3CCOCC3)C=C2)CC1	CC(C)(C)OC(=O)N1CCNCC1.O=CC1=C(F)C=C(N2CCOCC2)C=C1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+]
92720	O=S(=O)(NC1=CC=C(F)C=C1)C1=CC=C(F)C=C1	NC1=CC=C(F)C=C1.O=S(=O)(Cl)C1=CC=C(F)C=C1.C1=CC=NC=C1
92721	COC1=CC=C(C2=NN3C(NC4CCCC4)=CC=CC3=C2C(C)=O)C=C1	COC1=CC=C(C2=NN3C(Cl)=CC=CC3=C2C(C)=O)C=C1.NC1CCCC1.CC(=O)[O-].CC(=O)[O-].CCOCC.CC1=CC=CC=C1.O.O=C([O-])[O-].[Cs+].[Cs+].[Pd+2].C1=CC=C(P(C2=CC=CC=C2)C2=C(C3=C(P(C4=CC=CC=C4)C4=CC=CC=C4)C=CC4=CC=CC=C43)C3=CC=CC=C3C=C2)C=C1
92722	COC1=C2OC3=CC(OCC4CO4)=CC(O)=C3C(=O)C2=CC=C1	COC1=C2OC3=CC(O)=CC(O)=C3C(=O)C2=CC=C1.ClCC1CO1.CC(C)=O.O=C([O-])[O-].[K+].[K+]
92723	CSC1=NC2=C(CCN(CC3=CC=CC=C3)C2)C(NC2=CC=C(C(F)(F)F)C=C2)=N1	CSC1=NC(Cl)=C2CCN(CC3=CC=CC=C3)CC2=N1.NC1=CC=C(C(F)(F)F)C=C1.C1COCCO1.I.[I-].[Na+]
92724	CC1=CC=C(S(=O)(=O)N2N=C(Br)C3=C2C=CC(N)=C3)C=C1	CC1=CC=C(S(=O)(=O)N2N=C(Br)C3=C2C=CC([N+](=O)[O-])=C3)C=C1.CCOC(C)=O
92725	CCCC1=C(C(OCC2=CC=C(OC)C=C2)(C(F)(F)F)C(F)(F)F)C=NC(N2CCN(CCO)CC2)=C1	CCCC1=C(C(OCC2=CC=C(OC)C=C2)(C(F)(F)F)C(F)(F)F)C=NC(N2CCN(CCOC(C)=O)CC2)=C1.CO.O=C([O-])[O-].[K+].[K+]
92726	CC1=C(C2=CC=C(C(C)C)C=C2)C2=C(C)C(NC(=O)C3=CC=CC=C3)=C(C)C(C)=C2O1	CC1=C(C2=CC=C(C(C)C)C=C2)C2=C(C)C(N)=C(C)C(C)=C2O1.O=C(Cl)C1=CC=CC=C1.CCOC(C)=O
92727	CNC(=O)C1=CC2=C(C=C1Br)NC(=O)C2	CN.O=C1CC2=C(C=C(Br)C(C(=O)O)=C2)N1.CCN(C(C)C)C(C)C.CN(C)C(ON1N=NC2=CC=CC=C21)=[N+](C)C.CN(C)C=O.F[B-](F)(F)F.O.O=C([O-])O.ON1N=NC2=CC=CC=C21.[Na+]
92728	CC1=C(CS(=O)(=O)C2CCCCC2)N=C(C2=CC=C(C(=O)O)C=C2)O1	COC(=O)C1=CC=C(C2=NC(CS(=O)(=O)C3CCCCC3)=C(C)O2)C=C1.Cl.O
92729	CCC1=C(Cl)N=C(C(=O)NC2CN(C3=NC4=CC=CC(C(=O)O)=C4S3)C2)N1	CCOC(=O)C1=C2SC(N3CC(NC(=O)C4=NC(Cl)=C(CC)N4)C3)=NC2=CC=C1.CO.O.[Li+].[OH-]
92730	O=C1NC2=C(N=CS2)C2=C(O)C=CC=C12	COC1=C2C(=CC=C1)C(=O)NC1=C2N=CS1.BrB(Br)Br.ClCCl
92731	CC(C)(C)OC(=O)N1CC[C@H]1C(=O)NCC1=CC=C2C(=C1)C=CN=C2N	CC(C)(C)OC(=O)N1CC[C@H]1C(=O)O.NCC1=CC=C2C(=C1)C=CN=C2N.CN(C)C(ON1N=NC2=CC=CC=C21)=[N+](C)C.CN(C)C=O.CN1CCOCC1.F[B-](F)(F)F
92732	COC1=CN(C2=CC=NC=C2)N=C(C(=O)O)C1=O	COC(=O)C1=NN(C2=CC=NC=C2)C=C(OC)C1=O.C1CCOC1.CO.[Na+].[OH-]
92733	CCC(C)OC1=C(C)C=CC=C1C(=O)NC1(C(=O)O)CC2=CC=CC=C2C1	CCOC(=O)C1(NC(=O)C2=CC=CC(C)=C2OC(C)CC)CC2=CC=CC=C2C1.CCO.O.[K+].[OH-]
92734	C[C@@H](CO)COC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1	CC1(C)OB(C2=CC=C(O)C=C2)OC1(C)C.C[C@@H](CO)CBr.CC#N.O=C([O-])[O-].[K+].[K+]
92735	CCC(C)COC1=CC=C(C2=CC=C(O)C=C2)C=C1	CCC(C)CBr.OC1=CC=C(C2=CC=C(O)C=C2)C=C1.CCO.O=C([O-])[O-].[K+].[K+]
92736	CC(=O)CC(C)(C)NC(=O)OC(C)(C)C	CC(=O)CC(C)(C)N.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C1CCOC1.CCOC(C)=O.O.O=C(O)C(=O)O.[Na+].[OH-]
92737	COC(=O)C(C)OC1=CC=C(N)C=C1	COC(=O)C(C)OC1=CC=C([N+](=O)[O-])C=C1.CN(C)C=O.[Ni]
92738	O=C1CC2=C(C=C(Cl)C(CCCl)=C2)N1	O=C1CC2=C(C=C(Cl)C(C(=O)CCl)=C2)N1.CC[SiH](CC)CC.O=C(O)C(F)(F)F
92739	COC1=C2C(=C(F)C=C1OCC1CCN(C)CC1)C(C1=CC(C)=C(OCC3=CC=CC=C3)C=C1)=NC1=C2C(C)=NN1C(C)(C)C	C=O.COC1=C2C(=C(F)C=C1OCC1CCNCC1)C(C1=CC(C)=C(OCC3=CC=CC=C3)C=C1)=NC1=C2C(C)=NN1C(C)(C)C.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(Cl)Cl.ClCCl.O.[Na+]
92740	CS(=O)(=O)N1CCN(CC2=CC=CC=C2)CC1	CS(=O)(=O)Cl.C1=CC=C(CN2CCNCC2)C=C1.ClCCl.O=C([O-])[O-].[Na+].[Na+]
92741	CSC1=CC=C(OC2=C(C#N)C=C([N+](=O)[O-])C=C2)C=C1	CSC1=CC=C(O)C=C1.N#CC1=C(Cl)C=CC([N+](=O)[O-])=C1.CS(C)=O.O.[Na+].[OH-]
92742	COC1=C(Cl)C=C(C(=O)CBr)C=C1	BrBr.COC1=C(Cl)C=C(C(C)=O)C=C1.CO
92743	C=C(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C	C=C(C)C(=O)Cl.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCN(CC)CC.ClCCl
92744	CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(N)C(OC4=CC=CC=C4)C3)C(C)CCC1=O)C(C)CC2OC	CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(N=[N+]=[N-])C(OC4=CC=CC=C4)C3)C(C)CCC1=O)C(C)CC2OC.C1CCOC1.O.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
92745	O=C(O)C1=C(OCC2=CC=CC=C2)C=CC(C2=CC=NC=C2)=C1	O=C(OCC1=CC=CC=C1)C1=C(OCC2=CC=CC=C2)C=CC(C2=CC=NC=C2)=C1.C1COCCO1.CO.[Na+].[OH-]
92746	CCN1CCC(C2=CC3=NC=CC(OC4=C(F)C=C(NC(=O)C5=CC=NN(C6=CC=C(F)C=C6)C5=O)C=C4)=C3S2)CC1	CC=O.O=C(NC1=CC(F)=C(OC2=C3SC(C4CCNCC4)=CC3=NC=C2)C=C1)C1=CC=NN(C2=CC=C(F)C=C2)C1=O.C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]
92747	OCCCC1=CC=C(Br)C=C1	OCC#CC1=CC=C(Br)C=C1.CCO.CC1=CC=CC=C1.[H][H]
92748	CCOC(CC1=CC=C(C2=CC=CC(CNCC(=O)OC(C)(C)C)=C2)C=C1)C(=O)O	CCOC(CC1=CC=C(C2=CC=CC(CNCC(=O)OC(C)(C)C)=C2)C=C1)C(=O)OC.C1CCOC1.CCOC(C)=O.CO.Cl.[Li+].[OH-]
92749	FC1=CC2=C(C=C1)SC(COC1=CC=CC(CBr)=C1)=N2	BrC(Br)(Br)Br.OCC1=CC(OCC2=NC3=C(C=CC(F)=C3)S2)=CC=C1.C1CCOC1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
92750	CCN1C(=O)C(CC2=CC=CC=C2CN)N=C(C2=CC=CC=C2)C2=C1C=C(OC)C(OC)=C2	CCN1C(=O)C(CC2=CC=CC=C2C#N)N=C(C2=CC=CC=C2)C2=C1C=C(OC)C(OC)=C2.CO.[Ni]
92751	NS(=O)(=O)C1=CC=C(NC2=NC3=C(Br)C=C(F)C=C3C=N2)C=C1	FC1=CC(Br)=C2N=C(Cl)N=CC2=C1.NC1=CC=C(S(N)(=O)=O)C=C1.CC(C)O.CCOC(C)=O
92752	CC(C)(C)OC(=O)N1CCC(CO)CC1	CC(C)(C)OC(=O)N1CCC(C=O)CC1.C1CCOC1.[BH4-].[Na+]
92753	O=C(O)CCCC1=CC=C(Cl)C=C1	O=C(O)CCC(=O)C1=CC=C(Cl)C=C1.NN.O.OCCOCCO.[K+].[OH-]
92754	CC1(C)OC2=C(O1)C(N)=C(F)C=C2	CC(C)(C)OC(=O)NC1=C(F)C=CC2=C1OC(C)(C)O2.CCOCC.O.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]
92755	O=C(O)/C=C/C1=CN=C(N[C@@H]2CCN(C(=O)C3=CC=C(Cl)C=C3)C2)C=C1	CCOC(=O)/C=C/C1=CN=C(N[C@@H]2CCN(C(=O)C3=CC=C(Cl)C=C3)C2)C=C1.C1COCCO1.CO.O.[Na+].[OH-]
92756	COC1=CC2=NC=CC(OC3=CC=C(C(=O)C4=CC=CC(C)=C4)C=C3)=C2C=C1OC	COC1=CC2=NC=CC(Cl)=C2C=C1OC.CC1=CC(C(=O)C2=CC=C(O)C=C2)=CC=C1.CN(C)C1=CC=NC=C1.CC1=CC=CC=C1C.O=C([O-])O.[Na+]
92757	CC[C@H](C)NC1=NC(C(C)=O)=CC(C(=O)O)=C1	CC[C@H](C)NC1=NC(C(C)=O)=CC(C(=O)OC)=C1.C1CCOC1.Cl.[Li+].[OH-]
92758	CC1=NC2=C3CNCC3=NN2C=C1Cl	CC1=NC2=C3CN(C(=O)OC(C)(C)C)CC3=NN2C=C1Cl.CC(=O)O.Cl.ClCCl
92759	C=CCCC(=O)N1CCC2=C(C1)C(C(=O)NCC1CC1)=NO2	C=CCCC(=O)Cl.O=C(NCC1CC1)C1=NOC2=C1CNCC2.Cl.O=C(NCC1CC1)C1=NOC2=C1CNCC2
92760	CN(C(=O)OC(C)(C)C)C1=C([N+](=O)[O-])C=CC(OC2=CC=C(C34CC5CC(CC(C5)C3)C4)C=C2)=C1	CN(C(=O)OC(C)(C)C)C1=C([N+](=O)[O-])C=CC(Cl)=C1.OC1=CC=C(C23CC4CC(CC(C4)C2)C3)C=C1.CN(C)C=O.[H-].[Na+]
92761	C=C1CCC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(=O)O)C3=O	C=C1CCC2=C(F)C(F)=CC3=C2N1C=C(C(=O)O)C3=O.CN1CCNCC1.CS(C)=O
92762	CC1=C(OC2=NC3=C(C=C2)N=C(NC(=O)CCl)S3)C=C(NC(=O)C2=CC(C(F)(F)F)=CC=C2)C=C1	CC1=C(OC2=NC3=C(C=C2)N=C(N)S3)C=C(NC(=O)C2=CC(C(F)(F)F)=CC=C2)C=C1.O=C(Cl)CCl.CN(C)C=O.O=C([O-])O.[Na+]
92763	NCCC1=CC(C(F)(F)F)=CC=C1	N#CCC1=CC(C(F)(F)F)=CC=C1.CCO.[NH4+].[Ni].[OH-]
92764	NC1=C(C2=CC=CC=N2)C=CC=C1[N+](=O)[O-]	CC(=O)NC1=C(C2=CC=CC=N2)C=CC=C1[N+](=O)[O-].CO.[Na+].[OH-]
92765	CC(C)(C)C1=CC=C(CC(=O)O)C=C1	COC(=O)CC1=CC=C(C(C)(C)C)C=C1.C1CCOC1.CO.[Na+].[OH-]
92766	O=C(O)C1=C(CC2=CC=C(Cl)C=C2)N=C(C2=CCOCC2)S1	CCOC(=O)C1=C(CC2=CC=C(Cl)C=C2)N=C(C2=CCOCC2)S1.C1CCOC1.CCOC(C)=O.CO.Cl.[Li+].[OH-]
92767	CC1=C(O)C=C(I)C=C1	CC1=C(O)C=C(N)C=C1.[I-].C1CCOC1.CCOC(C)=O.O.O=N[O-].O=S(=O)(O)O.[Cu].[K+].[Na+]
92768	C[C@H](NC1CCC2=CC=CC=C21)C(=O)O	CCOC(=O)[C@H](C)NC1CCC2=CC=CC=C21.Cl.Cl
92769	CCCN1N=C(C2=CC=C(OC(=O)CC(C)(C)C)C=C2)C2=CC=CC(Cl)=C21	CC(C)(C)CC(=O)Cl.CCCN1N=C(C2=CC=C(O)C=C2)C2=CC=CC(Cl)=C21.CCN(C(C)C)C(C)C.ClCCl.O
92770	CC1=C(C(=O)OC(C)(C)C)C(C2=CC=CC=C2)=C2C=C(N)C=CC2=N1	CC1=C(C(=O)OC(C)(C)C)C(C2=CC=CC=C2)=C2C=C([N+](=O)[O-])C=CC2=N1.CCOC(C)=O.[Pd]
92771	CCN1CC(NC(=O)CC2=CC=C(OC/C=C(\C)CCC=C(C)C)C=C2)CN1CC	CC(C)=CCC/C(C)=C/COC1=CC=C(CC(=O)O)C=C1.CCN1CC(N)CN1CC.C(=NC1CCCCC1)=NC1CCCCC1.ON1N=NC2=CC=CC=C21
92772	CCC1=NC2=C(C3=CC=CC=C3N=C2N)N1CCCCNC(=O)C1CCCC1	CCC1=NC2=C(C3=CC=CC=C3N=C2N)N1CCCCN.O=C(Cl)C1CCCC1.CCN(CC)CC.ClC(Cl)Cl
92773	CC(C)(C)OC(=O)N1CCC(NC2=CC(C3=CC4=C(N=C3)NC=C4C3=CN(CCC4=CC=CC=C4)N=C3)=CC=C2)CC1	CC1=CC=C(S(=O)(=O)N2C=C(C3=CN(CCC4=CC=CC=C4)N=C3)C3=C2N=CC(C2=CC=CC(NC4CCN(C(=O)OC(C)(C)C)CC4)=C2)=C3)C=C1.C1CCOC1.CO.CC1=CC=C(S(=O)(=O)N2C=C(C3=CN(CC4=CC=CC(F)=C4)N=C3)C3=C2N=CC(C2=CC=C(C4CCNCC4)C=C2)=C3)C=C1.Cl.O.[Li+].[OH-]
92774	C[C@@H]1CN(C2=C(C#N)C=C([N+](=O)[O-])C=C2)C[C@H](C)N1	C[C@@H]1CNC[C@H](C)N1.N#CC1=C(Cl)C=CC([N+](=O)[O-])=C1.CC#N.O
92775	CCCCCC(C)(O)CCO	CCCCCC(C)(O)CC(=O)OCC.C1CCOC1.CCOC(C)=O.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+]
92776	N#CCNC(=O)C1=CC(F)=NC=C1	N#CCN.O=C(Cl)C1=CC(F)=NC=C1.CCOC(C)=O.CCOCC.O.O=S(=O)(O)O.[Na+].[OH-]
92777	CCCC1=C(C(=O)NC2CC2)N=NN1C1=CC=C(N)C=C1	CCCC1=C(C(=O)NC2CC2)N=NN1C1=CC=C([N+](=O)[O-])C=C1.CCO.[Pd]
92778	CC1=NC(CO)=CC=C1	CC(=O)OCC1=CC=CC(C)=N1.CO.Cl
